"","x1","against_blm","for_blm","name","party","text","time","topic_blm"
"1982",109175,0,0,"Ned Lamont","Democratic","our hearts will forever be with their families for all that they’ve sacrificed.
 here’s the full video of today’s ceremony: https://youtu.be/d-pjch5i4a8","2020-05-21 23:57:33",0
"1983",109203,0,0,"Ned Lamont","Democratic","icymi: watch today's news briefing with updates on covid-19","2020-05-18 21:13:00",0
"1984",109214,0,0,"Ned Lamont","Democratic","update: daily covid-19 data in connecticut

- 36,085 people tested positive (+621)
- 3,285 people have died (+66)
- 1,033 patients are currently hospitalized (-70)
- 155,908 tests have been reported to the state (+6,346)

for more data sets, visit http://ct.gov/coronavirus.","2020-05-15 18:25:10",0
"1985",109216,0,0,"Ned Lamont","Democratic","we've secured these infrared thermometers for our businesses, nonprofits, and places of worship because having adequate screening measures is an important step in keeping people safe. https://bit.ly/3696npb","2020-05-15 16:12:29",0
"1986",109220,NA,NA,"Ned Lamont","Democratic","thank you to every member of law enforcement for your dedication to the safety of our communities.

we salute and honor those who have given their lives in the line of duty. their memories will never be forgotten.

#nationalpoliceweek #peaceofficersmemorialday","2020-05-15 11:15:00",1
"1987",109313,0,0,"Ned Lamont","Democratic","in a few minutes i'll be joining 
@nygovcuomo
 and several governors from our neighboring states to make an announcement regarding a ppe supply chain in the northeast.","2020-05-03 16:25:01",0
"1988",109320,0,0,"Ned Lamont","Democratic","i'm going to call into #bridgeport radio station 
@wicc600
 in a few minutes to chat with hosts tony and 
@sheketoffnews
 about the latest updates on covid-19.

should be on the air around 8:30am.
listen live:","2020-05-01 12:22:45",0
"1989",111783,0,0,"Jared Polis","Democratic","today is also the last day to mail back your ballot. after today, you must drop it off at a safe and secure drop box or a voting center to ensure it is received by 7 pm on election day.","2020-10-26 14:14:36",0
"1990",111786,0,0,"Jared Polis","Democratic","the state, along with fire departments and law enforcement from larimer, grand, and boulder counties have 73 aircraft, 253 fire engines, 3,617 firefighters and dozens of hand crews and the colorado national guard fighting the spread of these devastating wildfires. (1/2)","2020-10-24 22:11:48",0
"1991",111789,0,0,"Jared Polis","Democratic","seeing the damage left behind from the #calwoodfire is devastating. it swept through so quickly and over two dozen homes were lost.","2020-10-23 21:48:40",0
"1992",111818,0,0,"Jared Polis","Democratic","congrats to the 
@nuggets
 on their historic win last night! colorado is rooting for you in the western conference finals! go nuggets!","2020-09-16 14:46:26",0
"1993",111848,0,0,"Jared Polis","Democratic","announcing a statewide mask requirement for public indoor spaces (like stores & businesses) unless someone has a medical condition or disability that prevents them from wearing a mask

joined by 
@mayorhancock
 @auroramayormike
 & dr. rachel herlihy

watch:","2020-07-16 18:51:47",0
"1994",111857,0,1,"Jared Polis","Democratic","public confidence in our law enforcement process is incredibly important now more than ever. a fair and objective process free from real or perceived bias for investigating officer-involved killings is critical. (1/2)","2020-06-24 20:54:45",1
"1995",111860,0,0,"Jared Polis","Democratic","i'm joined by 
@faithwinterco
, 
@matthewogray
, and 
@ridertd
 board chair angie rivera-malpiede to announce the rtd accountability committee.
 watch live on my youtube page:","2020-06-17 21:39:02",0
"1996",111864,NA,NA,"Jared Polis","Democratic","coloradans should be proud our state is leading the way to make policing more accountable, restore trust in law enforcement, uphold an individual’s civil liberties, and lay the groundwork for future discussions of criminal and juvenile justice reform. (3/4)","2020-06-13 00:39:15",1
"1997",111865,NA,NA,"Jared Polis","Democratic","this is about a pattern of injustice and unfair treatment that black americans and communities of color have endured, not only in our criminal justice system but also in aspects of every day life. (2/4)","2020-06-13 00:39:15",1
"1998",111870,NA,NA,"Jared Polis","Democratic","we are all filled with grief about the unjust murder of george floyd and i stand ready to join hands with those hurting today as we peacefully work for justice. today is a new day and it is my hope and the hope of all coloradans that any future demonstrations remain peaceful.","2020-05-30 19:32:23",1
"1999",111871,NA,NA,"Jared Polis","Democratic","unfortunately, because of a few individuals who were more focused on causing unrest and damage rather than advocating for justice, people awoke to images of smashed out windows, graffiti, and the smell of tear gas.","2020-05-30 19:31:38",1
"2000",111872,NA,NA,"Jared Polis","Democratic","it appears the disruptors that caused damage throughout the city were not necessarily the same peaceful protesters from the day time.","2020-05-30 19:31:38",1
"2001",111873,NA,NA,"Jared Polis","Democratic","friday’s demonstrations against the senseless killing of george floyd and far too many innocent black americans before him began as a peaceful day time protest and unfortunately shifted into disorder late into the evening.","2020-05-30 19:31:38",1
"2002",111875,1,0,"Jared Polis","Democratic","coloradans are better than this. i share the immense anguish we all feel about the unjust murder of george floyd. but let me be clear, senseless violence will never be healed by more violence. (2/3)","2020-05-29 4:09:01",1
"2003",111876,NA,NA,"Jared Polis","Democratic","tonight is a very sad night for our state. while we are still uncovering all of the facts, a protest regarding the killing of george floyd devolved into vandalism and violence, and i was absolutely shocked by video evidence of a motorist attempting to run over a protestor.  (1/3)","2020-05-29 04:09:01",1
"2004",111891,NA,NA,"Jared Polis","Democratic","colorado law enforcement and first responders, you are heroes. thank you for your service and sacrifice. i was proud to come together with this group of our state’s leaders to say #thankblue. you can say thank you by posting your own photo or video: https://bit.ly/thankblue","2020-05-02 22:05:00",1
"2005",111893,0,0,"Jared Polis","Democratic","beginning today, unless you live in a jurisdiction that is still under stay at home, retail can begin in-person shopping at stores, as long as they implemented best practices, and personal services such as hair salons and tattoo shops can open with strict precautions.","2020-05-01 13:05:00",0
"2006",113700,0,0,"Mike Parson","Republican","teresa & i want to congratulate 
@missouriffa
‘s paxton dahmer who was elected 
@nationalffa
 central region vp yesterday. proud to see this nevada high school grad leading the future of ag at a national level. best of luck in your new role paxton! 
 ffa week ‘19","2020-10-30 20:19:34",0
"2007",113740,0,0,"Mike Parson","Republican","our administration remains focused on how we can make state government more effective and efficient. we are proud of our team for continuing to improve our data-driven and technological approach to serving missourians, especially during this challenging year.","2020-10-28 17:57:52",0
"2008",113748,0,0,"Mike Parson","Republican","as a former sheriff, i’ve learned a majority of folks in the system are not violent criminals, but people who made bad choices. programs like the one desiree completed are designed to make a difference for people who made a bad choice and offer them a hand-up not a handout.","2020-10-28 14:04:58",0
"2009",113757,0,0,"Mike Parson","Republican","justice amy coney barrett’s impressive career has affirmed that she will preserve the rights of americans and defend the rule of law.

thanks to president 
@realdonaldtrump
, america is now one step closer to a supreme court that reflects our values and upholds the rule of law.","2020-10-27 0:39:23",0
"2010",113760,0,0,"Mike Parson","Republican","""
@moeducation
 continues to make any and all resources available to school leaders during the covid-19 pandemic,” said 
@mocommissioner
 margie vandeven. “we believe these rapid antigen tests could be instrumental in helping schools provide onsite learning opportunities safely.""","2020-10-26 21:46:00",0
"2011",113766,0,0,"Mike Parson","Republican","missouri’s unemployment rate dropped to 4.9% in september, putting us at 6th in the nation for lowest unemployment rate. we have recovered nearly 218,000 (63%) of the jobs lost to covid-19, and this puts missouri as 8th best state for job recovery. #showmestrong","2020-10-26 17:48:35",0
"2012",113772,NA,NA,"Mike Parson","Republican","i was glad to help kick off the priebe strong 1062 run in republic this morning. the run honored springfield police officer mark priebe who was injured on duty earlier this year. 
 
the life of a law enforcement officer is not easy.","2020-10-24 13:25:51",1
"2013",113800,0,0,"Mike Parson","Republican",".
@optimas_s
 is going to be a huge asset not only to missouri but the entire united states. #missouriproud","2020-10-21 18:52:12",0
"2014",113802,NA,NA,"Mike Parson","Republican","our law enforcement officers take on extraordinary risks and make tremendous sacrifices to make missouri safer. these enhanced standards will help equip officers with relevant, up-to-date training to meet the challenges they face daily and improve communication with the public.","2020-10-21 16:01:51",1
"2015",113823,NA,NA,"Mike Parson","Republican","being transparent is a great way to build relationships between our communities and our law enforcement officers.","2020-10-19 18:07:54",1
"2016",113824,NA,NA,"Mike Parson","Republican","last week, the media was invited to a use or force accountability forum to observe various use of force simulations of scenarios that our 
@mshptrooperghq
 and law enforcement officers across the country face.","2020-10-19 18:07:37",1
"2017",113828,NA,NA,"Mike Parson","Republican","we are working to establish the nation’s first law enforcement basic training academy in a #hbcu at 
@lubluetigers
.

the training academy could have a far-reaching impact attracting minority law enforcement recruits.","2020-10-16 23:07:01",1
"2018",113829,NA,NA,"Mike Parson","Republican","working together to fight crime through the successful partnership of federal, state, and local law enforcement. #operationlegend","2020-10-16 22:27:35",1
"2019",113838,0,0,"Mike Parson","Republican","this morning, i joined 
@mshptrooperghq
 colonel eric olson for one of the patrol’s use or force accountability forums. 

media was invited to observe various use of force simulations of scenarios that law enforcement officers across the country face every day.","2020-10-16 15:43:04",0
"2020",113854,NA,NA,"Mike Parson","Republican","• signed sb 600 modifying and creating several provisions relating to dangerous felonies

• supported partnerships between local, state, and federal law enforcement to fight violent crime, including #operationlegend and #operationtriplebeam","2020-10-14 20:57:06",1
"2021",113871,NA,NA,"Mike Parson","Republican","each year, this award ceremony demonstrates the heroic, life-saving acts our first responders selflessly perform to protect their fellow missourians. we honored eleven law enforcement officers and firefighters who bravely risked their lives to save others.","2020-10-13 19:37:59",1
"2022",113890,0,0,"Mike Parson","Republican","this week, missouri reached a milestone of two million covid-19 tests completed. this is great news, and we will continue working to rapidly expand testing capacity and volume in the state.

view missouri data: http://showmestrong.mo.gov/data/public-health/…","2020-10-09 18:33:06",0
"2023",113891,0,0,"Mike Parson","Republican","breast cancer takes the lives of many of our loved ones, and often far too soon. in missouri, the show me healthy women program offers free breast and cervical cancer screenings for missouri women who meet age, income, and insurance guidelines.","2020-10-09 17:52:58",0
"2024",113894,0,0,"Mike Parson","Republican","october is down syndrome awareness month. help us shine a light on the abilities and dreams of those with down syndrome. let them know how much you value their talents and abilities!

#downsyndromeawarnessmonth","2020-10-09 17:35:00",0
"2025",113902,NA,NA,"Mike Parson","Republican","the 
@slmpd
 is currently short by more than 140 officers, and this legislation can help fill that gap. now, we are able to give law enforcement the tools they need to retain officers.","2020-10-08 19:48:59",1
"2026",113914,0,0,"Mike Parson","Republican","approximately $26 million in general revenue will go to higher education, as well as $10 million in #caresact for private colleges and universities.","2020-10-07 22:08:39",0
"2027",113920,NA,NA,"Mike Parson","Republican","we are encouraged by this progress, and we must continue working together to combat violent crime, support law enforcement, and make our communities safer.","2020-10-07 20:19:55",1
"2028",113921,0,1,"Mike Parson","Republican","new law enforcement training, the new 
@lubluetigers
 training academy, highway patrol forums, and new crime prevention legislation – are all great steps in the right direction for our state and our society.","2020-10-07 20:19:55",1
"2029",113928,0,0,"Mike Parson","Republican","today, i am happy to announce over $133 million to support critical services in several areas, including nearly $95 million in #caresact funding and $40 million in general revenue. 

nearly $100 million of these funds will support k-12 and higher education.","2020-10-07 20:09:02",0
"2030",113942,0,0,"Mike Parson","Republican","in recognition of alzheimer’s awareness day, i ordered the missouri state capitol dome and missouri governor’s mansion to shine purple from sunset to sunrise.","2020-10-07 0:36:09",0
"2031",113948,0,0,"Mike Parson","Republican","each day, we communicate with medical experts and hospitals across the state, review data, and keep track of testing, bed space, and equipment.

missouri data: http://showmestrong.mo.gov/public-healthcare/…","2020-10-06 15:27:45",0
"2032",113950,0,0,"Mike Parson","Republican","at its june meeting, i challenged the post commission to take a leading role in advancing the training missouri provides its officers and equip them to improve relations with the public. i applaud the commissioners for following through on that challenge.","2020-10-06 15:00:43",0
"2033",113974,0,0,"Mike Parson","Republican","today, we announced that five missouri colleges are grant recipients of over $5 million in #caresact child care plan funding to improve the quality and availability of child care and early education programs.","2020-10-01 21:56:02",0
"2034",113977,0,0,"Mike Parson","Republican","these numbers are very encouraging, and we will continue to do everything we can to rebuild our economy and help missouri families, businesses, and communities recover from this crisis.","2020-10-01 14:35:14",0
"2035",113992,0,0,"Mike Parson","Republican","i want to thank all of our health care workers, county health departments, and everyone on the frontlines for all you’ve done and continue to do. we wouldn’t be where we are today without your efforts.","2020-09-30 20:03:27",0
"2036",114004,0,0,"Mike Parson","Republican","teresa's update this week.","2020-09-29 18:32:11",0
"2037",114005,0,0,"Mike Parson","Republican","on wednesday, september 30, i will give a briefing at 3:00 p.m. from the “people’s house” where i continue to work. we will stream the briefing live on facebook.","2020-09-29 16:48:45",0
"2038",114013,0,0,"Mike Parson","Republican","missouri awarded for new http://mocareers.mo.gov website. ""winning this award is validation of how big change is possible within state government through the hard work of dedicated public servants,” said casey osterkamp, division of personnel director.","2020-09-26 14:55:00",0
"2039",114019,0,0,"Mike Parson","Republican","glad to join 
@petemundo
 on the pete mundo morning show on 
@kcmotalkradio
.

listen to our interview: https://soundcloud.com/user-53894534/9-25-mike-parson-missouri-governor…","2020-09-25 16:01:14",0
"2040",114022,1,0,"Mike Parson","Republican","today, i signed executive order 20-17 activating the 
@missouri_ng
 as a precautionary measure in response to recent instances of civil unrest across the country.
https://governor.mo.gov/press-releases/archive/governor-parson-activates-missouri-national-guard-precautionary-measure…","2020-09-24 23:18:44",1
"2041",114037,NA,NA,"Mike Parson","Republican","joined the 
@capesheriff
’s office for a hb 66 ceremonial signing. 

we have a serious problem with violent crime in missouri that continues to escalate. hb 66 builds on our efforts to combat violent crime, support law enforcement officers, and make our communities safer.","2020-09-22 21:05:56",1
"2042",114040,NA,NA,"Mike Parson","Republican","joined local law enforcement, legislators, and county commissioners in springfield for another ceremonial signing of hb 66, which creates a pretrial witness protection fund. we must give our law enforcement officers every tool we can to help fight violent crime.","2020-09-22 16:31:09",1
"2043",114044,NA,NA,"Mike Parson","Republican","today, i signed hb 66 and hb 46 into law, which were passed by the general assembly during the special session on violent crime.

hb 66 and hb 46 are valuable tools that will build on our efforts to combat violent crime, support law enforcement officers & make communities safer.","2020-09-21 23:30:00",1
"2044",114045,NA,NA,"Mike Parson","Republican","hb 66 creates a pretrial witness protection fund in which law enforcement agencies can provide resources for the security of victims and witnesses and their immediate families.","2020-09-21 22:20:01",1
"2045",114047,NA,NA,"Mike Parson","Republican","i joined 
@kcfop
 in a ceremonial bill signing for hb 66 — creating a pretrial witness protection fund in which law enforcement agencies can provide resources for the security of victims and witnesses and their immediate families.","2020-09-21 19:50:54",1
"2046",114048,NA,NA,"Mike Parson","Republican","today, i signed hb 66 and hb 46 into law, which were passed by the general assembly during the recent special session on violent crime.

by supporting law enforcement officers across the state, hb 66 and hb 46 will assist missouri’s efforts to fight violent crime.","2020-09-21 18:12:57",1
"2047",114058,0,0,"Mike Parson","Republican","exciting day for jefferson city! job centers play a major role in workforce and economic development. looking forward to the new the opportunities and resources the capital city job center will bring to our citizens.","2020-09-18 19:11:55",0
"2048",114064,NA,NA,"Mike Parson","Republican","i want to thank senators 
@douglibla25
 & 
@luetkemeyertony
, and reps jon patterson, 
@rnhcks
, and 
@nickbschroer
 for their dedication over the special session. if we are to change violent criminal acts, we must work together and we must support our law enforcement officers!","2020-09-16 22:50:37",1
"2049",114065,NA,NA,"Mike Parson","Republican","this summer, i called for a special session to address violent crime. 

by passing hb 46 (st. louis police officer residency) and hb 66 (pretrial witness protection fund), we are able to give law enforcement the tools they need to retain officers and protect key witnesses.","2020-09-16 22:50:36",1
"2050",114076,NA,NA,"Mike Parson","Republican","if we are to change violent criminal acts across our state we must work together and we must support our law enforcement officers. #backtheblue (4/4)","2020-09-16 13:45:45",1
"2051",114077,NA,NA,"Mike Parson","Republican","if there was ever a time to stand up for law enforcement, now is the time. they are the front-line response for missourians. we must support them and give them the respect they deserve, because we cannot fix this problem without them. (3/4)","2020-09-16 13:44:50",1
"2052",114078,NA,NA,"Mike Parson","Republican","people need to understand the sacrifices that law enforcement officers make every day, especially with everything that’s going on in our state right now. (2/4)","2020-09-16 13:44:21",1
"2053",114079,NA,NA,"Mike Parson","Republican","if you talk to any county or city police department, there are hundreds of unfilled law enforcement positions simply because less and less people want to work in public safety. (1/4)","2020-09-16 13:43:54",1
"2054",114093,0,0,"Mike Parson","Republican","missouri public schools are back in session, and the vast majority of our students have access to in-person learning.

whether in-person or online, we want kids to get a quality education, and we will continue doing everything we can to keep them safe, healthy & moving forward!","2020-09-14 15:20:45",0
"2055",114094,NA,NA,"Mike Parson","Republican","if there was ever a time to stand up for law enforcement, now is the time. they are the front-line response for missourians. we must support them and give them the respect they deserve. #backtheblue","2020-09-14 13:55:10",1
"2056",114096,0,0,"Mike Parson","Republican",".
@modhewd
 launched a new tool in collaboration with 
@missourichamber
 to enhance apprenticeship opportunities and build a more skilled workforce. visit http://moapprenticeconnect.com today. #moapprenticeconnect #moapprenticeships","2020-09-13 19:45:00",0
"2057",114103,0,0,"Mike Parson","Republican",".
@modhewd
 launched a new tool in collaboration with 
@missourichamber
 to enhance apprenticeship opportunities and build a more skilled workforce. visit http://moapprenticeconnect.com today. #moapprenticeconnect #moapprenticeships","2020-09-11 19:45:01",0
"2058",114104,0,0,"Mike Parson","Republican","childcare workers are essential personnel who continue to care for our missouri children in the midst of #covid19. since may, my administration has designated funding to help support our #childcare providers during this challenge.","2020-09-11 19:09:19",0
"2059",114106,NA,NA,"Mike Parson","Republican","for over a year, my administration has been working with community groups, civic leaders, clergies, law enforcement, & mayors to find solutions to violent crime. providing $1 million to expand the serving our streets initiative is another great step.","2020-09-11 18:10:35",1
"2060",114109,0,0,"Mike Parson","Republican","great start to the season — go chiefs!","2020-09-11 3:31:58",0
"2061",114119,0,0,"Mike Parson","Republican","thank you matt ketteman from 
@lsr7
 for going above and beyond with this special welcome back message. i’m thankful for the dedication all missouri educators have to help our students become the best that they can be. #missouriproud","2020-09-10 14:34:44",0
"2062",114120,0,0,"Mike Parson","Republican","all of missouri’s public schools are back in session as of this week, whether that be in person, online, or a hybrid model. 

we want our kids in school, and we will continue doing everything we can to keep them safe, healthy, and moving forward! #showmesuccess","2020-09-09 23:46:18",0
"2063",114122,0,0,"Mike Parson","Republican","this new smartlab stem center gives students the opportunity to learn important skills and equips them for our future high-demand jobs. great competitive edge for our students & provides a world-class education right here in missouri!","2020-09-09 22:26:34",0
"2064",114127,NA,NA,"Mike Parson","Republican","last week, @usattygarrison announced that 355 arrests have been made by local and federal law enforcement officers in #operationlegend, including 33 murder suspects.","2020-09-09 19:28:45",1
"2065",114128,NA,NA,"Mike Parson","Republican","we have also partnered with law enforcement at the federal, state, and local levels to combat violent crime, most recently with #operationlegend in kansas city.","2020-09-09 19:28:44",1
"2066",114129,NA,NA,"Mike Parson","Republican","since i became governor, my administration has been working to address the issue of violent crime. we have worked with the african american community, clergies, civic and community leaders, law enforcement, and mayors across the state to develop solutions.","2020-09-09 19:10:34",1
"2067",114135,NA,NA,"Mike Parson","Republican","pleased to announce a $1 million grant to 
@ulstl
 for the expansion of the “serving our streets initiative.”

for over a year, we’ve worked with community groups, civic leaders, clergies, law enforcement, and mayors across the state to find solutions to violent crime.","2020-09-09 18:15:29",1
"2068",114150,NA,NA,"Mike Parson","Republican","at only 29 years of age, officer bohannon had already established himself as a model public servant and law enforcement officer. in just four years with 
@slmpd
, he was honored twice with the department’s award of excellence and twice as officer of the month.","2020-09-07 01:30:40",1
"2069",114152,1,0,"Mike Parson","Republican","officer bohannon’s courage, commitment to excellence in policing, and devotion to his young family and the st. louis community are his lasting legacy. we will never forget all of the good officer bohannon accomplished in his brief time with us.","2020-09-04 18:13:43",1
"2070",114153,0,0,"Mike Parson","Republican","i have ordered u.s. and missouri flags be flown at half-staff at government buildings in st. louis on sunday, september 6, 2020, in honor of st. louis metropolitan police department officer tamarris l. bohannon.","2020-09-04 18:13:42",0
"2071",114165,NA,NA,"Mike Parson","Republican","if we are to change violent criminal acts across our state, we must work together. we must do our jobs. we must support our law enforcement officers, and we must start prioritizing the prevention of violent crime!","2020-09-03 14:21:52",1
"2072",114166,NA,NA,"Mike Parson","Republican","passed: hb 66 – creates a pretrial witness protection fund where law enforcement agencies can provide resources for the security of victims and witnesses and their immediate families. thank you to rep. jon patterson and senator 
@luetkemeyertony
 for passing this legislation.","2020-09-03 14:12:00",1
"2073",114167,0,0,"Mike Parson","Republican","passed: hb 46 – removes the residency requirements for public safety employees in the city of st. louis. thank you representative 
@rnhcks
 and senator 
@douglibla25
 for getting this passed.","2020-09-03 14:11:59",0
"2074",114168,1,0,"Mike Parson","Republican","this summer, i called for a special session to focus on addressing violent crime in missouri. yesterday, the house passed two bills that will help support law enforcement officers across our state.","2020-09-03 14:11:59",1
"2075",114199,NA,NA,"Mike Parson","Republican","sb 600, sponsored by sen. 
@luetkemeyertony
, to help address violent crime in missouri. this legislation gives law enforcement agencies the ability to prosecute street gang members or other criminal conspirators in a single indictment.","2020-08-28 17:08:35",1
"2076",114220,1,0,"Mike Parson","Republican","the post commission is responsible for the curriculum for law enforcement officer basic training and continuing education in missouri. 

listen to the discussion on law enforcement training this monday.","2020-08-27 15:01:51",1
"2077",114223,0,0,"Mike Parson","Republican","our prayers are with our fellow americans in the path of #hurricanelaura. missouri task force one has deployed a type 4 water rescue task force, and the 
@missouri_ng
’s federally funded civil support team has already arrived in texas. 

together, america can face any challenge!","2020-08-27 2:49:11",0
"2078",114274,0,0,"Mike Parson","Republican",".
@moeducation
 & 
@healthylivingmo
 have released ppe guidance for school nurses, which provides information about acquiring ppe for missouri schools.
  
we are also working with schools to distribute 1.8 million cloth masks, and shipments from jefferson city began last week.","2020-08-21 20:51:42",0
"2079",114276,0,0,"Mike Parson","Republican","the dept of 
@missourirevenue
 is also operating a new, temporary phone-in vehicle registration renewal service to further assist customers. to renew license plates over the phone, customers can call 573-751-1957, monday - friday, 8 a.m. to 4:30 p.m., to see if they are eligible.","2020-08-21 19:09:43",0
"2080",114283,0,0,"Mike Parson","Republican","enjoyed a warm welcome from a touch of nature child care in springfield. vickie simpson and her team care for 24mon- 12 yrs, and remained open as essential personnel.

we’ve diverted $20 million in #caresact funding to assist child care facilities as they navigate the pandemic.","2020-08-20 22:48:08",0
"2081",114291,NA,NA,"Mike Parson","Republican","our missouri peace officer standards and training (post) commission wants public feedback on law enforcement training and the disciplinary process. 
the public survey is open until aug. 26, 2020.

share your thoughts: https://surveymonkey.com/r/letraining_public?fbclid=iwar0z3fztj62xkdg9cytlfmgl2xcmzzkt4lcxiigoobgiazphgjhnhspdaay…","2020-08-20 14:34:15",1
"2082",114301,0,0,"Mike Parson","Republican","we have to be able to move forward while still protecting public health, and by working together, we can and we will do both.","2020-08-19 17:34:57",0
"2083",114308,0,0,"Mike Parson","Republican","this week we will visit with child care providers across the state to thank them for their hard work and see how the state can better support them during this challenge.","2020-08-18 21:17:06",0
"2084",114311,0,0,"Mike Parson","Republican","abbie’s calf, “diesel” is a hereford cross steer that weighed in at a whopping 1,410 lbs. her little sister sophia is watching and learning just in case she wants to show next year with 
@missouri4h
. #mostatefair","2020-08-18 19:29:48",0
"2085",114328,0,0,"Mike Parson","Republican","teresa and i send our condolences to president 
@realdonaldtrump
,  
@flotus
, and their family on the loss of his brother robert. may he rest in peace.","2020-08-16 15:28:39",0
"2086",114330,0,0,"Mike Parson","Republican","we are providing 1.8 million cloth masks via 
@mosema_
 to help schools with ppe procurement. this week, 
@moeducation
 & sema continued working with schools on mask distribution and delivery.","2020-08-15 19:54:00",0
"2087",114345,0,0,"Mike Parson","Republican","charges announced! working together -- federal, state, and local levels, we will continue fighting for the victims of violent crimes. #operationlegend","2020-08-13 22:28:15",0
"2088",114353,0,0,"Mike Parson","Republican","as a third generation cattleman, watching the 
@missouri4h
 & 
@missouriffa
‘s angus show and visiting the cattle barns are always a highlight at the 
@mostatefair
. #homeishere","2020-08-13 14:35:58",0
"2089",114363,0,0,"Mike Parson","Republican","the 
@us_eda
 announced a $6 million grant to the city of lexington, missouri, to make critical water infrastructure improvements needed to protect businesses from future severe weather events. 
https://eda.gov/news/press-releases/2020/08/11/lexington-mo.htm…","2020-08-12 13:38:44",0
"2090",114370,NA,NA,"Mike Parson","Republican","i am expanding the call to our special session on violent crime to include a new provision to assist with the growing backlog of murder cases in st. louis. 

these victims and their families deserve justice.","2020-08-11 01:45:00",1
"2091",114372,NA,NA,"Mike Parson","Republican","innocent lives are being lost, futures cut short, and families are hurting. this is unacceptable, and i cannot stand on the sidelines and watch innocent people continue to be killed. these victims and their families deserve justice, we must hold violent criminals accountable.","2020-08-10 22:14:00",1
"2092",114373,NA,NA,"Mike Parson","Republican","the attorney general will be able to prosecute cases only if:
- 90 or more days have passed,
- the chief law enforcement officer makes the request of the attorney general,
- and the circuit attorney has not yet filed charges.","2020-08-10 21:27:41",1
"2093",114377,NA,NA,"Mike Parson","Republican","the 
@slmpd
 reports that only 33 homicide cases have been charged so far this year out of 161 murders. only 40 cases were charged in 2019 out 194, and 61 in 2018 out of 186.

this demonstrates a disturbing trend of not going after murderers, which deprives victims of justice.","2020-08-10 21:15:10",1
"2094",114393,0,0,"Mike Parson","Republican","5. unlawful transfer of weapons – increases the penalty for a person who knowingly sells or delivers any firearm to a child less than 18 years without the consent of the child’s parent or guardian.","2020-08-07 20:50:07",0
"2095",114398,0,0,"Mike Parson","Republican","3b. i appreciate the support of the missouri association of prosecuting attorneys for their support of this important witness protection initiative.","2020-08-07 20:47:13",0
"2096",114401,NA,NA,"Mike Parson","Republican","2a. this bipartisan initiative was endorsed by mayor 
@lydakrewson
, 
@mayorlucaskc
, springfield mayor ken mcclure, mayor 
@bntreece
, 
@kcpolice
, 
@slmpd
, missouri sheriffs association, missouri police chiefs, 
@missourifop
, and the missouri association of prosecuting attorneys.","2020-08-07 20:45:29",1
"2097",114402,NA,NA,"Mike Parson","Republican","2. witness protection fund – creates a witness protection fund to provide resources to law enforcement in the event that victims or witnesses need to be protected.","2020-08-07 20:39:53",1
"2098",114404,NA,NA,"Mike Parson","Republican","the six priorities of senate bill 1:

1. police and public safety employee residency requirements for st. louis – eliminates the residency requirement for st. louis law enforcement and other public safety employees in the city of st. louis.","2020-08-07 20:39:32",1
"2099",114413,1,0,"Mike Parson","Republican","we fully support 
@usao_edmo
's launch of #operationlegend in st. louis, which will further assist our efforts to get violent criminals off our streets.

we're working together with federal, state, and local partners to fight violent crime in missouri.","2020-08-06 22:31:00",1
"2100",114433,0,0,"Mike Parson","Republican","grateful for the hard work of our superintendents, administrators, teachers, and school staff to prepare for the upcoming school year. it was encouraging to hear about their plans to resume teaching, whether that be onsite classes, virtual learning, or a hybrid of both.","2020-08-05 16:22:00",0
"2101",114440,0,0,"Mike Parson","Republican","as school districts continue to prepare for the upcoming school year, i met with school administrators and teachers from across the state to discuss their plans for this fall and how they are navigating the challenges of covid-19.","2020-08-04 20:47:16",0
"2102",114449,0,0,"Mike Parson","Republican","local school leaders from northeast missouri, told us today that a majority of area families and school staff prefer to reopen schools for onsite learning, along with the necessary protocols in place to protect students, staff, and families.","2020-08-04 1:33:11",0
"2103",114455,0,0,"Mike Parson","Republican","it’s not just about your own health. you can bring this virus to someone more vulnerable than yourself. 

to learn more, visit http://health.mo.gov/coronavirus.","2020-08-03 16:27:59",0
"2104",114489,0,0,"Mike Parson","Republican","read missouri's k-12 school reopening health guidance: https://bit.ly/2zs9zep","2020-07-29 15:23:14",0
"2105",114499,NA,NA,"Mike Parson","Republican","great to meet with president kelli lowe of the national 
@policewives
 association and other law enforcement spouses this afternoon.

teresa and i want these spouses and their families to know that we stand behind them and support our law enforcement officers!
#backtheblue","2020-07-28 19:13:09",1
"2106",114517,0,0,"Mike Parson","Republican","great to join branden rathert on wake up columbia.","2020-07-24 21:23:44",0
"2107",114524,NA,NA,"Mike Parson","Republican","if we are to change violent criminal acts across our state, we must work together. we must support our law enforcement officers, and we must start prioritizing the prevention of violent crime.","2020-07-24 15:28:30",1
"2108",114530,NA,NA,"Mike Parson","Republican","this afternoon, 
@mopublicsafety
 director sandy karsten and i met with local leaders in cape girardeau to talk about the upcoming special session on violent crime.

if we are to change violent criminal acts across our state, we must support our law enforcement and work together!","2020-07-23 18:48:56",1
"2109",114531,NA,NA,"Mike Parson","Republican","just wrapped up our first of three meetings today regarding violent crime & special session. we met with columbia & boone county officials, law enforcement, and other local leaders.

we must hold violent criminals accountable, and we cannot wait until next year to find solutions!","2020-07-23 16:19:23",1
